"全域・集中の別030002","時間軸(年次)","年齢各歳階級Ｂ030003","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年"," ５２歳","熊本県","男女総数","24860"
"全域","1980年"," ５２歳","大分県","男女総数","17066"
"全域","1980年"," ５２歳","宮崎県","男女総数","15422"
"全域","1980年"," ５２歳","鹿児島県","男女総数","25692"
"全域","1980年"," ５２歳","沖縄県","男女総数","10922"
"全域","1980年"," ５３歳","全国","男女総数","1407660"
"全域","1980年"," ５３歳","全国市部","男女総数","1015158"
"全域","1980年"," ５３歳","全国郡部","男女総数","392502"
"全域","1980年"," ５３歳","北海道","男女総数","67373"
"全域","1980年"," ５３歳","青森県","男女総数","19185"
"全域","1980年"," ５３歳","岩手県","男女総数","19874"
"全域","1980年"," ５３歳","宮城県","男女総数","26910"
"全域","1980年"," ５３歳","秋田県","男女総数","19367"
"全域","1980年"," ５３歳","山形県","男女総数","19424"
"全域","1980年"," ５３歳","福島県","男女総数","29106"
"全域","1980年"," ５３歳","茨城県","男女総数","31073"
"全域","1980年"," ５３歳","栃木県","男女総数","22783"
"全域","1980年"," ５３歳","群馬県","男女総数","23703"
"全域","1980年"," ５３歳","埼玉県","男女総数","51396"
"全域","1980年"," ５３歳","千葉県","男女総数","48282"
"全域","1980年"," ５３歳","東京都","男女総数","129912"
"全域","1980年"," ５３歳","神奈川県","男女総数","72813"
"全域","1980年"," ５３歳","新潟県","男女総数","34342"
"全域","1980年"," ５３歳","富山県","男女総数","14790"
"全域","1980年"," ５３歳","石川県","男女総数","13482"
"全域","1980年"," ５３歳","福井県","男女総数","10792"
"全域","1980年"," ５３歳","山梨県","男女総数","11019"
"全域","1980年"," ５３歳","長野県","男女総数","30444"
"全域","1980年"," ５３歳","岐阜県","男女総数","24769"
"全域","1980年"," ５３歳","静岡県","男女総数","41860"
"全域","1980年"," ５３歳","愛知県","男女総数","65226"
"全域","1980年"," ５３歳","三重県","男女総数","22227"
"全域","1980年"," ５３歳","滋賀県","男女総数","13206"
"全域","1980年"," ５３歳","京都府","男女総数","28655"
"全域","1980年"," ５３歳","大阪府","男女総数","88163"
"全域","1980年"," ５３歳","兵庫県","男女総数","61530"
"全域","1980年"," ５３歳","奈良県","男女総数","14016"
"全域","1980年"," ５３歳","和歌山県","男女総数","14986"
"全域","1980年"," ５３歳","鳥取県","男女総数","8979"
"全域","1980年"," ５３歳","島根県","男女総数","11740"
"全域","1980年"," ５３歳","岡山県","男女総数","23929"
"全域","1980年"," ５３歳","広島県","男女総数","33255"
"全域","1980年"," ５３歳","山口県","男女総数","21389"
"全域","1980年"," ５３歳","徳島県","男女総数","11818"
"全域","1980年"," ５３歳","香川県","男女総数","13471"
"全域","1980年"," ５３歳","愛媛県","男女総数","20590"
"全域","1980年"," ５３歳","高知県","男女総数","12125"
"全域","1980年"," ５３歳","福岡県","男女総数","55040"
"全域","1980年"," ５３歳","佐賀県","男女総数","11413"
"全域","1980年"," ５３歳","長崎県","男女総数","20840"
"全域","1980年"," ５３歳","熊本県","男女総数","24319"
"全域","1980年"," ５３歳","大分県","男女総数","17020"
"全域","1980年"," ５３歳","宮崎県","男女総数","15476"
"全域","1980年"," ５３歳","鹿児島県","男女総数","25504"
"全域","1980年"," ５３歳","沖縄県","男女総数","10044"
"全域","1980年"," ５４歳","全国","男女総数","1364647"
"全域","1980年"," ５４歳","全国市部","男女総数","980109"
"全域","1980年"," ５４歳","全国郡部","男女総数","384538"
"全域","1980年"," ５４歳","北海道","男女総数","63980"
"全域","1980年"," ５４歳","青森県","男女総数","17862"
"全域","1980年"," ５４歳","岩手県","男女総数","19683"
"全域","1980年"," ５４歳","宮城県","男女総数","25561"
"全域","1980年"," ５４歳","秋田県","男女総数","17822"
"全域","1980年"," ５４歳","山形県","男女総数","18721"
"全域","1980年"," ５４歳","福島県","男女総数","28690"
"全域","1980年"," ５４歳","茨城県","男女総数","30372"
"全域","1980年"," ５４歳","栃木県","男女総数","21911"
"全域","1980年"," ５４歳","群馬県","男女総数","23148"
"全域","1980年"," ５４歳","埼玉県","男女総数","49190"
"全域","1980年"," ５４歳","千葉県","男女総数","46212"
"全域","1980年"," ５４歳","東京都","男女総数","123901"
"全域","1980年"," ５４歳","神奈川県","男女総数","69115"
"全域","1980年"," ５４歳","新潟県","男女総数","33719"
"全域","1980年"," ５４歳","富山県","男女総数","14248"
"全域","1980年"," ５４歳","石川県","男女総数","13573"
"全域","1980年"," ５４歳","福井県","男女総数","10731"
"全域","1980年"," ５４歳","山梨県","男女総数","10185"
"全域","1980年"," ５４歳","長野県","男女総数","29635"
"全域","1980年"," ５４歳","岐阜県","男女総数","23991"
"全域","1980年"," ５４歳","静岡県","男女総数","41011"
"全域","1980年"," ５４歳","愛知県","男女総数","63150"
"全域","1980年"," ５４歳","三重県","男女総数","22149"
"全域","1980年"," ５４歳","滋賀県","男女総数","12793"
"全域","1980年"," ５４歳","京都府","男女総数","27980"
"全域","1980年"," ５４歳","大阪府","男女総数","85104"
"全域","1980年"," ５４歳","兵庫県","男女総数","60740"
"全域","1980年"," ５４歳","奈良県","男女総数","13592"
"全域","1980年"," ５４歳","和歌山県","男女総数","14433"
"全域","1980年"," ５４歳","鳥取県","男女総数","8544"
"全域","1980年"," ５４歳","島根県","男女総数","11809"
"全域","1980年"," ５４歳","岡山県","男女総数","24262"
"全域","1980年"," ５４歳","広島県","男女総数","32878"
"全域","1980年"," ５４歳","山口県","男女総数","21404"
"全域","1980年"," ５４歳","徳島県","男女総数","11893"
"全域","1980年"," ５４歳","香川県","男女総数","13731"
"全域","1980年"," ５４歳","愛媛県","男女総数","19969"
"全域","1980年"," ５４歳","高知県","男女総数","11764"
"全域","1980年"," ５４歳","福岡県","男女総数","54761"
"全域","1980年"," ５４歳","佐賀県","男女総数","11736"
"全域","1980年"," ５４歳","長崎県","男女総数","20813"
"全域","1980年"," ５４歳","熊本県","男女総数","23845"
"全域","1980年"," ５４歳","大分県","男女総数","16625"
"全域","1980年"," ５４歳","宮崎県","男女総数","14998"
"全域","1980年"," ５４歳","鹿児島県","男女総数","23700"
"全域","1980年"," ５４歳","沖縄県","男女総数","8713"
"全域","1980年"," ５５歳","全国","男女総数","1295202"
"全域","1980年"," ５５歳","全国市部","男女総数","926270"
"全域","1980年"," ５５歳","全国郡部","男女総数","368932"
"全域","1980年"," ５５歳","北海道","男女総数","62533"
"全域","1980年"," ５５歳","青森県","男女総数","17866"
"全域","1980年"," ５５歳","岩手県","男女総数","18491"
"全域","1980年"," ５５歳","宮城県","男女総数","24854"
"全域","1980年"," ５５歳","秋田県","男女総数","18127"
"全域","1980年"," ５５歳","山形県","男女総数","18066"
"全域","1980年"," ５５歳","福島県","男女総数","26972"
"全域","1980年"," ５５歳","茨城県","男女総数","29527"
"全域","1980年"," ５５歳","栃木県","男女総数","22045"
"全域","1980年"," ５５歳","群馬県","男女総数","22329"
"全域","1980年"," ５５歳","埼玉県","男女総数","46147"
"全域","1980年"," ５５歳","千葉県","男女総数","43027"
"全域","1980年"," ５５歳","東京都","男女総数","118958"
"全域","1980年"," ５５歳","神奈川県","男女総数","65782"
"全域","1980年"," ５５歳","新潟県","男女総数","32623"
"全域","1980年"," ５５歳","富山県","男女総数","14008"
"全域","1980年"," ５５歳","石川県","男女総数","13278"
"全域","1980年"," ５５歳","福井県","男女総数","10499"
"全域","1980年"," ５５歳","山梨県","男女総数","10294"
"全域","1980年"," ５５歳","長野県","男女総数","28118"
"全域","1980年"," ５５歳","岐阜県","男女総数","22659"
"全域","1980年"," ５５歳","静岡県","男女総数","39275"
"全域","1980年"," ５５歳","愛知県","男女総数","59446"
"全域","1980年"," ５５歳","三重県","男女総数","20809"
"全域","1980年"," ５５歳","滋賀県","男女総数","12229"
"全域","1980年"," ５５歳","京都府","男女総数","26724"
"全域","1980年"," ５５歳","大阪府","男女総数","77049"
"全域","1980年"," ５５歳","兵庫県","男女総数","55343"
"全域","1980年"," ５５歳","奈良県","男女総数","12490"
"全域","1980年"," ５５歳","和歌山県","男女総数","13465"
"全域","1980年"," ５５歳","鳥取県","男女総数","8562"
"全域","1980年"," ５５歳","島根県","男女総数","11178"
"全域","1980年"," ５５歳","岡山県","男女総数","22026"
"全域","1980年"," ５５歳","広島県","男女総数","31123"
"全域","1980年"," ５５歳","山口県","男女総数","20037"
"全域","1980年"," ５５歳","徳島県","男女総数","10715"
"全域","1980年"," ５５歳","香川県","男女総数","12088"
"全域","1980年"," ５５歳","愛媛県","男女総数","18992"
"全域","1980年"," ５５歳","高知県","男女総数","11492"
"全域","1980年"," ５５歳","福岡県","男女総数","50831"
"全域","1980年"," ５５歳","佐賀県","男女総数","11001"
"全域","1980年"," ５５歳","長崎県","男女総数","19837"
"全域","1980年"," ５５歳","熊本県","男女総数","22596"
"全域","1980年"," ５５歳","大分県","男女総数","15934"
"全域","1980年"," ５５歳","宮崎県","男女総数","13862"
"全域","1980年"," ５５歳","鹿児島県","男女総数","23619"
"全域","1980年"," ５５歳","沖縄県","男女総数","8276"
"全域","1980年"," ５６歳","全国","男女総数","1180334"
"全域","1980年"," ５６歳","全国市部","男女総数","840428"
"全域","1980年"," ５６歳","全国郡部","男女総数","339906"
"全域","1980年"," ５６歳","北海道","男女総数","57969"
"全域","1980年"," ５６歳","青森県","男女総数","15953"
"全域","1980年"," ５６歳","岩手県","男女総数","16891"
"全域","1980年"," ５６歳","宮城県","男女総数","21789"
"全域","1980年"," ５６歳","秋田県","男女総数","15727"
"全域","1980年"," ５６歳","山形県","男女総数","17130"
"全域","1980年"," ５６歳","福島県","男女総数","24387"
"全域","1980年"," ５６歳","茨城県","男女総数","27188"
"全域","1980年"," ５６歳","栃木県","男女総数","19657"
"全域","1980年"," ５６歳","群馬県","男女総数","20474"
"全域","1980年"," ５６歳","埼玉県","男女総数","40799"
"全域","1980年"," ５６歳","千葉県","男女総数","38016"
"全域","1980年"," ５６歳","東京都","男女総数","104911"
"全域","1980年"," ５６歳","神奈川県","男女総数","56767"
"全域","1980年"," ５６歳","新潟県","男女総数","29009"
"全域","1980年"," ５６歳","富山県","男女総数","12668"
"全域","1980年"," ５６歳","石川県","男女総数","11968"
"全域","1980年"," ５６歳","福井県","男女総数","9490"
"全域","1980年"," ５６歳","山梨県","男女総数","9617"
"全域","1980年"," ５６歳","長野県","男女総数","26752"
