"全域・集中の別030002","時間軸(年次)","年齢５歳階級Ａ030002","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年","５－９歳","京都府","男","109284"
"全域","1980年","５－９歳","大阪府","男","394740"
"全域","1980年","５－９歳","兵庫県","男","232654"
"全域","1980年","５－９歳","奈良県","男","55813"
"全域","1980年","５－９歳","和歌山県","男","46026"
"全域","1980年","５－９歳","鳥取県","男","24080"
"全域","1980年","５－９歳","島根県","男","30553"
"全域","1980年","５－９歳","岡山県","男","80823"
"全域","1980年","５－９歳","広島県","男","123070"
"全域","1980年","５－９歳","山口県","男","66704"
"全域","1980年","５－９歳","徳島県","男","31911"
"全域","1980年","５－９歳","香川県","男","42305"
"全域","1980年","５－９歳","愛媛県","男","63503"
"全域","1980年","５－９歳","高知県","男","32756"
"全域","1980年","５－９歳","福岡県","男","193736"
"全域","1980年","５－９歳","佐賀県","男","35781"
"全域","1980年","５－９歳","長崎県","男","69040"
"全域","1980年","５－９歳","熊本県","男","70087"
"全域","1980年","５－９歳","大分県","男","50411"
"全域","1980年","５－９歳","宮崎県","男","49354"
"全域","1980年","５－９歳","鹿児島県","男","69948"
"全域","1980年","５－９歳","沖縄県","男","59125"
"全域","1980年","１０－１４歳","全国","男","4594813"
"全域","1980年","１０－１４歳","全国市部","男","3524280"
"全域","1980年","１０－１４歳","全国郡部","男","1070533"
"全域","1980年","１０－１４歳","北海道","男","217367"
"全域","1980年","１０－１４歳","青森県","男","64564"
"全域","1980年","１０－１４歳","岩手県","男","56465"
"全域","1980年","１０－１４歳","宮城県","男","77284"
"全域","1980年","１０－１４歳","秋田県","男","44667"
"全域","1980年","１０－１４歳","山形県","男","43603"
"全域","1980年","１０－１４歳","福島県","男","76457"
"全域","1980年","１０－１４歳","茨城県","男","102164"
"全域","1980年","１０－１４歳","栃木県","男","69118"
"全域","1980年","１０－１４歳","群馬県","男","72657"
"全域","1980年","１０－１４歳","埼玉県","男","242179"
"全域","1980年","１０－１４歳","千葉県","男","200240"
"全域","1980年","１０－１４歳","東京都","男","417319"
"全域","1980年","１０－１４歳","神奈川県","男","283848"
"全域","1980年","１０－１４歳","新潟県","男","93495"
"全域","1980年","１０－１４歳","富山県","男","41551"
"全域","1980年","１０－１４歳","石川県","男","42686"
"全域","1980年","１０－１４歳","福井県","男","29684"
"全域","1980年","１０－１４歳","山梨県","男","32319"
"全域","1980年","１０－１４歳","長野県","男","78473"
"全域","1980年","１０－１４歳","岐阜県","男","79107"
"全域","1980年","１０－１４歳","静岡県","男","138109"
"全域","1980年","１０－１４歳","愛知県","男","256183"
"全域","1980年","１０－１４歳","三重県","男","65216"
"全域","1980年","１０－１４歳","滋賀県","男","41429"
"全域","1980年","１０－１４歳","京都府","男","94497"
"全域","1980年","１０－１４歳","大阪府","男","353344"
"全域","1980年","１０－１４歳","兵庫県","男","204306"
"全域","1980年","１０－１４歳","奈良県","男","48109"
"全域","1980年","１０－１４歳","和歌山県","男","42149"
"全域","1980年","１０－１４歳","鳥取県","男","20977"
"全域","1980年","１０－１４歳","島根県","男","28186"
"全域","1980年","１０－１４歳","岡山県","男","69540"
"全域","1980年","１０－１４歳","広島県","男","104909"
"全域","1980年","１０－１４歳","山口県","男","59109"
"全域","1980年","１０－１４歳","徳島県","男","29480"
"全域","1980年","１０－１４歳","香川県","男","35567"
"全域","1980年","１０－１４歳","愛媛県","男","57250"
"全域","1980年","１０－１４歳","高知県","男","28513"
"全域","1980年","１０－１４歳","福岡県","男","170806"
"全域","1980年","１０－１４歳","佐賀県","男","33887"
"全域","1980年","１０－１４歳","長崎県","男","67142"
"全域","1980年","１０－１４歳","熊本県","男","67210"
"全域","1980年","１０－１４歳","大分県","男","46107"
"全域","1980年","１０－１４歳","宮崎県","男","44448"
"全域","1980年","１０－１４歳","鹿児島県","男","69306"
"全域","1980年","１０－１４歳","沖縄県","男","53787"
"全域","1980年","１５－１９歳","全国","男","4223685"
"全域","1980年","１５－１９歳","全国市部","男","3282676"
"全域","1980年","１５－１９歳","全国郡部","男","941009"
"全域","1980年","１５－１９歳","北海道","男","209528"
"全域","1980年","１５－１９歳","青森県","男","59243"
"全域","1980年","１５－１９歳","岩手県","男","52299"
"全域","1980年","１５－１９歳","宮城県","男","79673"
"全域","1980年","１５－１９歳","秋田県","男","43632"
"全域","1980年","１５－１９歳","山形県","男","42923"
"全域","1980年","１５－１９歳","福島県","男","74079"
"全域","1980年","１５－１９歳","茨城県","男","88028"
"全域","1980年","１５－１９歳","栃木県","男","60174"
"全域","1980年","１５－１９歳","群馬県","男","62445"
"全域","1980年","１５－１９歳","埼玉県","男","196243"
"全域","1980年","１５－１９歳","千葉県","男","167020"
"全域","1980年","１５－１９歳","東京都","男","456826"
"全域","1980年","１５－１９歳","神奈川県","男","259313"
"全域","1980年","１５－１９歳","新潟県","男","83506"
"全域","1980年","１５－１９歳","富山県","男","35210"
"全域","1980年","１５－１９歳","石川県","男","38550"
"全域","1980年","１５－１９歳","福井県","男","27288"
"全域","1980年","１５－１９歳","山梨県","男","29735"
"全域","1980年","１５－１９歳","長野県","男","67339"
"全域","1980年","１５－１９歳","岐阜県","男","70182"
"全域","1980年","１５－１９歳","静岡県","男","119079"
"全域","1980年","１５－１９歳","愛知県","男","238410"
"全域","1980年","１５－１９歳","三重県","男","60222"
"全域","1980年","１５－１９歳","滋賀県","男","36500"
"全域","1980年","１５－１９歳","京都府","男","93806"
"全域","1980年","１５－１９歳","大阪府","男","318932"
"全域","1980年","１５－１９歳","兵庫県","男","176025"
"全域","1980年","１５－１９歳","奈良県","男","42140"
"全域","1980年","１５－１９歳","和歌山県","男","36868"
"全域","1980年","１５－１９歳","鳥取県","男","20309"
"全域","1980年","１５－１９歳","島根県","男","25135"
"全域","1980年","１５－１９歳","岡山県","男","61180"
"全域","1980年","１５－１９歳","広島県","男","90501"
"全域","1980年","１５－１９歳","山口県","男","51140"
"全域","1980年","１５－１９歳","徳島県","男","26912"
"全域","1980年","１５－１９歳","香川県","男","31131"
"全域","1980年","１５－１９歳","愛媛県","男","50771"
"全域","1980年","１５－１９歳","高知県","男","26088"
"全域","1980年","１５－１９歳","福岡県","男","164371"
"全域","1980年","１５－１９歳","佐賀県","男","30767"
"全域","1980年","１５－１９歳","長崎県","男","59988"
"全域","1980年","１５－１９歳","熊本県","男","66634"
"全域","1980年","１５－１９歳","大分県","男","41492"
"全域","1980年","１５－１９歳","宮崎県","男","39438"
"全域","1980年","１５－１９歳","鹿児島県","男","64466"
"全域","1980年","１５－１９歳","沖縄県","男","48144"
"全域","1980年","２０－２４歳","全国","男","3960116"
"全域","1980年","２０－２４歳","全国市部","男","3201760"
"全域","1980年","２０－２４歳","全国郡部","男","758356"
"全域","1980年","２０－２４歳","北海道","男","185415"
"全域","1980年","２０－２４歳","青森県","男","48056"
"全域","1980年","２０－２４歳","岩手県","男","40987"
"全域","1980年","２０－２４歳","宮城県","男","79213"
"全域","1980年","２０－２４歳","秋田県","男","35519"
"全域","1980年","２０－２４歳","山形県","男","35927"
"全域","1980年","２０－２４歳","福島県","男","60972"
"全域","1980年","２０－２４歳","茨城県","男","81290"
"全域","1980年","２０－２４歳","栃木県","男","55160"
"全域","1980年","２０－２４歳","群馬県","男","52224"
"全域","1980年","２０－２４歳","埼玉県","男","178299"
"全域","1980年","２０－２４歳","千葉県","男","157528"
"全域","1980年","２０－２４歳","東京都","男","616805"
"全域","1980年","２０－２４歳","神奈川県","男","280106"
"全域","1980年","２０－２４歳","新潟県","男","67202"
"全域","1980年","２０－２４歳","富山県","男","26867"
"全域","1980年","２０－２４歳","石川県","男","34294"
"全域","1980年","２０－２４歳","福井県","男","21944"
"全域","1980年","２０－２４歳","山梨県","男","23318"
"全域","1980年","２０－２４歳","長野県","男","50482"
"全域","1980年","２０－２４歳","岐阜県","男","53738"
"全域","1980年","２０－２４歳","静岡県","男","99084"
