"全域・集中の別030002","出生の月030007","時間軸(年次)","全国都道府県030001","男女Ｂ030005","総日本人030004","年齢各歳階級Ａ030006","VALUE"
"全域","７－９月","1980年","全国郡部","男","総人口","  28歳","47784"
"全域","７－９月","1980年","北海道","男","総人口","  28歳","11150"
"全域","７－９月","1980年","青森県","男","総人口","  28歳","2914"
"全域","７－９月","1980年","岩手県","男","総人口","  28歳","2635"
"全域","７－９月","1980年","宮城県","男","総人口","  28歳","4157"
"全域","７－９月","1980年","秋田県","男","総人口","  28歳","2223"
"全域","７－９月","1980年","山形県","男","総人口","  28歳","2305"
"全域","７－９月","1980年","福島県","男","総人口","  28歳","3954"
"全域","７－９月","1980年","茨城県","男","総人口","  28歳","5237"
"全域","７－９月","1980年","栃木県","男","総人口","  28歳","3630"
"全域","７－９月","1980年","群馬県","男","総人口","  28歳","3386"
"全域","７－９月","1980年","埼玉県","男","総人口","  28歳","10905"
"全域","７－９月","1980年","千葉県","男","総人口","  28歳","9459"
"全域","７－９月","1980年","東京都","男","総人口","  28歳","27368"
"全域","７－９月","1980年","神奈川県","男","総人口","  28歳","15253"
"全域","７－９月","1980年","新潟県","男","総人口","  28歳","4355"
"全域","７－９月","1980年","富山県","男","総人口","  28歳","1915"
"全域","７－９月","1980年","石川県","男","総人口","  28歳","1914"
"全域","７－９月","1980年","福井県","男","総人口","  28歳","1326"
"全域","７－９月","1980年","山梨県","男","総人口","  28歳","1320"
"全域","７－９月","1980年","長野県","男","総人口","  28歳","3208"
"全域","７－９月","1980年","岐阜県","男","総人口","  28歳","3306"
"全域","７－９月","1980年","静岡県","男","総人口","  28歳","6574"
"全域","７－９月","1980年","愛知県","男","総人口","  28歳","12440"
"全域","７－９月","1980年","三重県","男","総人口","  28歳","2824"
"全域","７－９月","1980年","滋賀県","男","総人口","  28歳","1961"
"全域","７－９月","1980年","京都府","男","総人口","  28歳","4371"
"全域","７－９月","1980年","大阪府","男","総人口","  28歳","16501"
"全域","７－９月","1980年","兵庫県","男","総人口","  28歳","9456"
